@relation "./files_to_convert\2018-EI-reg-Es-sadness-train.txt"

@attribute id string
@attribute tweet string
@attribute emotion string
@attribute score numeric

@data
"2018-Es-03133"," Sigo creyendo que soy la persona mas solitaria del mundo ","sadness", 0.819
"2018-Es-00545"," @username Dos tweets seguidos . Vos debes tener ansiedad por el viaje me parece ... ","sadness", 0.413
"2018-Es-04504"," En mi trabajo hay una app donde nos tenemos que dar estrellas entre compañeros .. #BlackMirror #IsHappening 😱 🤔 ","sadness", 0.295
"2018-Es-05297"," @username Tienen el tremendo billete ... Eso tienen x que abren la boca y queda la escoba ","sadness", 0.250
"2018-Es-06399"," @username El #Sismo se sintió con fuerza en Guarenas / Guatire . Por donde trabajo, la gente salió a la calle ","sadness", 0.417
"2018-Es-00432"," osea da las putas gracias que no has estado deprimido hundido en la mierda en vez de llamar a alguien cobarde ","sadness", 0.804
"2018-Es-02255"," No creo en el pesimismo . Si las cosas no salieron como lo esperabas, sigue adelante. Si te empeñas lo consigues. Clint Eastwood","sadness", 0.354
"2018-Es-00928"," Como cuando estás desesperada por conocer gente que comparta tus gustos, que hasta publicas en un grupo. QUÉ VERGÜENZA ME DOY. ¿????","sadness", 0.814
"2018-Es-00845"," Desesperado por encontrarte, busco un camino para olvidarte, es que esa noche que vos te fuiste me desbordaron las cicatrices 🎤💔","sadness", 0.813
"2018-Es-02887"," Lamentablemente a la familia no se la puede escoger . ","sadness", 0.646
"2018-Es-01082"," @username Melanie ha abandonado la conversación ","sadness", 0.375
"2018-Es-06706"," @username si a mi tambien me pasa,por eso nunca estudio ahre si t pones nerviosa es peor","sadness", 0.438
"2018-Es-06533"," Me siento como en Navidad cuando esperaba los regalos re ansioso ","sadness", 0.208
"2018-Es-05165"," @username Deberías pasarme tantito pegue ","sadness", 0.370
"2018-Es-00163"," @username necesito verte en Oaxaca 😭 ","sadness", 0.583
"2018-Es-02417"," Que lluvia de mierda ","sadness", 0.609
"2018-Es-02121"," Una nena de num años q dice “ me quiero morir, me dicen gorda” e intenta suicidarse tomando pastillas.Q MAL ESTAMOS X FAVOR! #Tristeza","sadness", 0.880
"2018-Es-03640"," Pensé que al leer me daría sueño pero nada 😟 ","sadness", 0.271
"2018-Es-04852"," Defensa de #OllantaHumala dijo que fiscal señala las niñas generan peligro . Parece que no se entero de los millóncitos de esas niñas . ","sadness", 0.375
"2018-Es-06004"," Vengo d mi antiguo insti dond estudié bach d artes #Getafe #antoniolopez #nostalgia #Rabia al ver q se lo están cargando al no darles apoyo 😡 ","sadness", 0.667
"2018-Es-00699"," Ni dormir puedo ","sadness", 0.457
"2018-Es-00802"," Desde primaria soy Fan fan fan faaan de hilary duff h estoy bien indignada porque no están sus albums viejos en Spotify ¡ SON LOS BUENOS ! ","sadness", 0.313
"2018-Es-03121"," @username « sin frenos . — Va ... vamos, James. Córrete para mí —musita ella con la voz ahogada del cansancio.","sadness", 0.292
"2018-Es-06101"," Paciencia . Conozco gente que por no tener paciencia, fe y confianza perdió tanto q hoy podría disfrutar. Hay q ser leal a quien cree en ti.","sadness", 0.479
"2018-Es-02547"," @username Si obvi y no lo digo por él, lo digo por algunas que ayer subian el de la piscina etiquetando a Aylén y me dio mucha rabia","sadness", 0.583
"2018-Es-04581"," No soy tonta, no soy mala y no soy cobarde.","sadness", 0.438
"2018-Es-05966"," @username No me hagas llorar men :( encerio ? ","sadness", 0.771
"2018-Es-05606"," realmente no los trato mal ni soy mala pero basta que lo haga una vez para sentirme de lo peor, pero en serio no es mi intención","sadness", 0.652
"2018-Es-05096"," cada vez que veo una peli de este tipo se me queda un vacio muy grande porque vaya vida mas aburrida tenemos en verdad ","sadness", 0.625
"2018-Es-06109"," Golpeas pataleas y haces berrinche porque no quiero ser tu novio 😝 #JustFriends ","sadness", 0.333
"2018-Es-05723"," Acabo de dedicarle una historia de insta al crush y lo mejor es que creo que el crush sabe que es crush y llorará cuando lo vea ( no ) ","sadness", 0.500
"2018-Es-00109"," @username Vnum Dnum nuevo adquirido en Valencia, 2 meses, rota la caja de cambio y el embrague, además me insinúan q por mi culpa #triste","sadness", 0.417
"2018-Es-00023"," Odio la gente cerrada, que no se deja ayudar. Para colmo la mayoría de la gente que quiero es así ","sadness", 0.583
"2018-Es-03494"," Yo no se que le ha pasado ... que la encuentro pensativa ... ","sadness", 0.521
"2018-Es-00826"," @username Se parece mucho ... que lamentable ! ! 😌 ","sadness", 0.563
"2018-Es-06745"," Dicen que alguien ya vino y se fue, dicen que pasa las noches llorando por el 🎶","sadness", 0.625
"2018-Es-02346"," qué depresión ver todos los vídeos de las chicas que abrazaron hoy a los chicos, YO QUIERO","sadness", 0.708
"2018-Es-01996"," Cualquier excusa me viene bien . Tremenda ","sadness", 0.250
"2018-Es-00343"," @username claro, mira el tolima perdió con nosotros por igual marcador y hoy ganó","sadness", 0.333
"2018-Es-04550"," Estar lavando a esta hora, debe ser un delito ","sadness", 0.370
"2018-Es-01830"," @username Puto * Hubiese peleado con luna x maxi 😂 😂 😂 ","sadness", 0.250
"2018-Es-03551"," Se fue ... #tristeza ","sadness", 0.917
"2018-Es-02835"," Soy una bolita de sueño y cansancio ","sadness", 0.543
"2018-Es-03600"," Pensé que se me habría pasado el disgusto pero no ","sadness", 0.604
"2018-Es-05167"," Ah y se me abrió todo esto en la cuenta de mi hermano y cuando quise cambiar le perfil veo q el perfil de mi hermano no tiene cara ","sadness", 0.304
"2018-Es-06883"," Ganas de decirte lo que me pasa con vos no me faltan Pero AY QUE COBARDE QUE SOY ","sadness", 0.625
"2018-Es-05775"," Un mes y ya estoy pensando en LA Nostalgia que se viene 💃 🏽 ","sadness", 0.750
"2018-Es-03705"," Es ver eso y romper en llanto 😟 ","sadness", 0.938
"2018-Es-01691"," @username Autocorrector 🙁 pono pono pono pono 💙 🙊 ","sadness", 0.208
"2018-Es-05164"," Cada que veo Gg me dan ganas de ser rica ","sadness", 0.292
"2018-Es-03958"," estoy : enfadada y yo nunca me enfado ","sadness", 0.646
"2018-Es-06567"," #NowPlaying No me importa [ cBH ] - Thony y su Orq . Peligro ","sadness", 0.333
"2018-Es-03196"," @username joder acabo de ver a un portugues quejarse porque costaba num pavos y me he asustado, gracias","sadness", 0.396
"2018-Es-04731"," El fútbol colombiano sería muy aburrido sin el América y sin Millitos 😂 😂 😂 ","sadness", 0.125
"2018-Es-01983"," No sé bien que pasó con la policía en la colon pero yo vivo en frente y estoy cansada de no poder dormir por el kilombo que hacen 😒 ","sadness", 0.500
"2018-Es-02475"," Y esto de la recuperación a casi una semana ... Imposible ! ! #Dolor #desolación #angustia #tristeza #perdida #muerte #impotencia ","sadness", 0.875
"2018-Es-02353"," ya hubiese querido yo que aquí en el meet nos hubieran dejado saludar a todos, qué depresión","sadness", 0.875
"2018-Es-02414"," @username Otro héroe que se marcha, triste 🙁","sadness", 0.813
"2018-Es-00173"," Uno no sabe lo que tiene hasta que lo pierde La pura verdad 🙁 ","sadness", 0.826
"2018-Es-00985"," Clase cansancio 😪 😪 ","sadness", 0.500
"2018-Es-02655"," Kimberly me tiene más nerviosa ","sadness", 0.417
"2018-Es-02268"," Temor a estar solos . ","sadness", 0.542
"2018-Es-03815"," Voy a terminar llorando ; - ; ","sadness", 0.813
"2018-Es-05073"," Y yo, lo único que quería es que lucharás por mi, por nosotros ","sadness", 0.750
"2018-Es-02484"," Había olvidado todo eso del zika y chiconguya y andaba bien vergas sin repelente hasta que me tapizaron de piquetes y mentró'l susto . ","sadness", 0.479
"2018-Es-06164"," En vez de estar abandonada y aborrecida, tanto que nadie pasaba por ti, haré que seas una gloria eterna, el gozo de todos los siglos.","sadness", 0.396
"2018-Es-03170"," Amigos que están aún no estén : Hay gente que a pesar de todo, no te dejan de querer","sadness", 0.500
"2018-Es-05489"," Acabo de ver Okja y estoy llorando mares, que película del bien","sadness", 0.652
"2018-Es-02942"," Lamentablemente por uno pagan todos . ","sadness", 0.563
"2018-Es-05378"," Siempre estoy enojada, es mi don.. mi maldición.","sadness", 0.667
"2018-Es-06863"," Me paso de bueno en serio ... ","sadness", 0.417
"2018-Es-00654"," Te aprecio mucho, aunque me jodas hasta el punto del cansancio con el casamiento(?","sadness", 0.500
"2018-Es-04976"," Se antes pensaba que eras tremendo pelotudo pero por lo poco que te conozco sos muy piola, espero conocerte mejor","sadness", 0.313
"2018-Es-01965"," @username cuando escuchas reguetón del pegajoso se queda en ti, como un chicle en el cabello, te lo quieres quitar, pero no se puede ","sadness", 0.313
"2018-Es-06539"," Nooo hoy quedo sola ","sadness", 0.604
"2018-Es-06271"," Si estás ahí arriba Superman, ayúdame ","sadness", 0.500
"2018-Es-02483"," @username + y decaído, era una trágica imagen que sin duda le gustaría ahorrarse y ahorrarle de alguna manera. Mas él no estaba en +","sadness", 0.625
"2018-Es-00638"," Me urge un aceite de almendras ","sadness", 0.271
"2018-Es-05040"," Ya quiereme, te pago 😥","sadness", 0.565
"2018-Es-02198"," Un asco me quedo el pelo 😤 😤 ","sadness", 0.479
"2018-Es-05575"," Sola nomas me hago la cabeza ","sadness", 0.396
"2018-Es-04389"," Aveces siento que me quieren agarrar ataques de pánico ","sadness", 0.667
"2018-Es-05776"," @username Es que es una ofensa para la población penastica, okis.","sadness", 0.396
"2018-Es-00460"," Por qué te valgo tanta madre ? 😢 ","sadness", 0.652
"2018-Es-02169"," Triste es dar todo tu amor, toda tu alma y todo tu.ser con una sonrisk, y que se quede ahi, prendido en el aire","sadness", 0.854
"2018-Es-04323"," La fuente de la uja a las num:num debe de estar hirviendo #Jaen #calorextremo ","sadness", 0.229
"2018-Es-01421"," Andy aprende a tapar que estabas mas nervioso que cuando tenias la calcomania XDDD ","sadness", 0.229
"2018-Es-06814"," @username @username Y ellos que se dejan humillar ... definitivamente un grupo de vzlanos perdió su dignidad ... ","sadness", 0.471
"2018-Es-01008"," Tendría que pensar que me está pasando pero, es que estoy cansado de pensar.","sadness", 0.500
"2018-Es-05904"," @username Todos los dibujos tienen cachos, sospechoso @josesalaaas @Dederlealdair @I_amghoul @JhonCruz0525 @jhonatanperez__","sadness", 0.348
"2018-Es-01417"," Y es entonces cuando te das cuenta de las cosas solo pasan una vez, y por más que te esfuerces ya no puedes volver a querer 3MSC.... 😭","sadness", 0.813
"2018-Es-06910"," Hoy he llorado por ti He llorado la rabia La impotencia He llorado tu risa . #tusojosclarosonrientes #triste ","sadness", 0.938
"2018-Es-02628"," Mi mayor problema es que no puedo estar enfadado . Siempre termino perdonando a las personas, incluso cuando no lo merecen.😚","sadness", 0.604
"2018-Es-04543"," @username @username debería probar con Blanco, Bernal y Tipton de titulares y ojalá no vendan a Borja porq grave Olmes y Silva","sadness", 0.271
"2018-Es-01898"," @username Jajajajajajajaj en serio ? ? ? ! ! 😮 😮 😮 ","sadness", 0.042
"2018-Es-03386"," @username @username @username Pero vamos que es un poco la tesis del cura Perez Pallares de no ofender a nadie . ","sadness", 0.396
"2018-Es-06894"," Si haces sangrar a un dios la gente dejara de creer en el, el agua se teñira de rojo y asistirán los tiburones","sadness", 0.458
"2018-Es-05864"," Odio que se metan ","sadness", 0.438
"2018-Es-06920"," @username a ese paso no tendran NADA 😥 ","sadness", 0.413
"2018-Es-06128"," @username Nel, es terrible, odio tener boobs grandes","sadness", 0.500
"2018-Es-03034"," No puedo de la tristeza, que mierda todo.","sadness", 0.986
"2018-Es-06408"," ¿ Neta CDMX ? num bloqueos en toda la ciudad . num pinches bloqueos y perder num horas en el tráfico . ¿ Neta ? 😠 😠 😠 ","sadness", 0.625
"2018-Es-05248"," No hay apuros para el Emperador ! ","sadness", 0.229
"2018-Es-06324"," Felicidad extrema es estar super aburrida y encontrar una película de Harry potter 😍 ","sadness", 0.130
"2018-Es-06618"," Me da sueño y empiezo a confundir letras ","sadness", 0.354
"2018-Es-04557"," @username @username @username Uno de los mas votados de AP ... terrible como se equivoca el pueblo al q todavía le venden espejos .. ","sadness", 0.500
"2018-Es-00158"," @username Eso de sin ofender sobra en Twitter ","sadness", 0.250
"2018-Es-03743"," Por el único cantante que sentí tristeza cuando me enteré de su muerte fue Demis Roussos, un grande que falleció en un hospital de Egipto.","sadness", 0.688
"2018-Es-04573"," Cabeza e ' mango està perdido . La Humanidad en vilo porque su reserva intelectual està en peligro ... ","sadness", 0.417
"2018-Es-01639"," Ya necesito vacaciones y a penas van los primeros parciales ! ! ! ","sadness", 0.435
"2018-Es-01533"," hay que cuidarse más 🙁 ","sadness", 0.438
"2018-Es-03321"," por esas cosas de la vida, ayer tristeza, hoy alegría","sadness", 0.438
"2018-Es-00732"," @username Ya lose,pero es tan lindo,y encima negrito,voy a llorar 😢","sadness", 0.625
"2018-Es-05230"," Ayer antes de irme me salió lo de la escoba y hoy cuando me levanto sigue todo igual . ","sadness", 0.348
"2018-Es-02363"," @username Porque a mi 😣 cuando sera el dia que una de las expocomic inviten a judy a san luis ","sadness", 0.438
"2018-Es-06613"," @username Después de que ha fregado a un montón de gente como miembro del Colectivo La Piedrita, va a salir con ese llanto. Cobarde.","sadness", 0.521
"2018-Es-02676"," supongo que una se cansa de hacer daño y huye como una cobarde ( te dejé de seguir bloqueándote y desbloqueándote, no entré en tu cuenta)","sadness", 0.667
"2018-Es-00680"," @username Si es por eso qué tengo yo super depresión ","sadness", 0.896
"2018-Es-04290"," @username Pero no está . Se perdió :( ","sadness", 0.583
"2018-Es-04236"," Se ve que es hiper difícil preguntar en lugar de que te llueva el cabreo de la otra persona y encima llamarle amargado . xD ","sadness", 0.479
"2018-Es-02997"," @username yo no pq me dijiste resentida y sabes q no lo soy ","sadness", 0.542
"2018-Es-05694"," Esas personas que viven la #depresión y a oscuridad . No hay dinero que compre la salida, no la hay.","sadness", 0.674
"2018-Es-03771"," Devuelvanme la vitalidad que tenía en selectivo ","sadness", 0.583
"2018-Es-03780"," tengo comezón en la garganta que desesperación ","sadness", 0.583
"2018-Es-03670"," La depresión hace que se mate gente que en su época con su música nos ayudó a superar nuestros momentos y crisis existenciales pubertas 😢 ","sadness", 0.750
"2018-Es-06485"," Una de terror 🙏 🙏 🙏 ","sadness", 0.348
"2018-Es-05286"," Jamás debi dejar ese lugar 🙁 ","sadness", 0.646
"2018-Es-06142"," ewe estoy aburrido qui hago ","sadness", 0.313
"2018-Es-06422"," No estás deprimido, estás distraído  Distraído de la vida que te rodea🎶👌🏽","sadness", 0.457
"2018-Es-03236"," mi gasista de burzaco en el num ponia num estufas hoy num ... ya esta, es la medida de un laburante- este sistema es deplorable","sadness", 0.478
"2018-Es-02722"," Dime si es verdad, me dijeron que estás cansado #SebastianVillalobos #PDCs #KCAMexico","sadness", 0.396
"2018-Es-04555"," @username Joda verdad que si me tienen aburrida con eso no se dan cuenta que todos son como hermanos, se pasan con esas cosas","sadness", 0.458
"2018-Es-05433"," Y de golpe son las num de la tarde 😱 😩 ⛈ ","sadness", 0.354
"2018-Es-02403"," @username Las letras reflejaban la depresión que llevaba el loco ","sadness", 0.708
"2018-Es-02404"," Que noticia tan triste : murió Chester Bennington, tremendo vocalista! #LinkinPark","sadness", 0.875
"2018-Es-04046"," @username @username por si las dudas mejor a estar pendientes ","sadness", 0.375
"2018-Es-00406"," Odio irme a dormir sola 😢 ","sadness", 0.587
"2018-Es-02201"," @username De lo que uno se pierde por no tener instagram ","sadness", 0.280
"2018-Es-03078"," @username Hirviendo estoy jajajajajaja ","sadness", 0.063
"2018-Es-06568"," Lo más incómodo andar resfriado y con los labios hechos perrrcha ","sadness", 0.479
"2018-Es-00296"," Hace dos días no tenía ni idea de qué era Castlevania y hoy estoy enfadada porque solo hay num capítulos de mierda . ","sadness", 0.478
"2018-Es-05950"," Mi mejor amiga se caso, mis amig@s con sus pitos y sus conchas me dejan de lado y bueno yo acá con mi gato que le hago un mimo y se va ","sadness", 0.583
"2018-Es-03406"," Y toda la NFC norte perdió hoy 🙁 #NFL ","sadness", 0.417
"2018-Es-05855"," — Tengo miedo . — ¿ De qué ? — De que te canses de mí . — ¿ Tú te cansas de respirar ? — No . — Pues es lo mismo . ","sadness", 0.609
"2018-Es-03715"," @username mariguanita, cuando te llegue la ley no te pongas a llorar como una marica. Se te nota la cara de pargo.","sadness", 0.435
"2018-Es-03842"," ¡ EN CHILE ! pena de muerte . a quiénes matan . ¿ Porqué ? ¡ MATAR ! A UN ¡ INOCENTE ! ","sadness", 0.521
"2018-Es-01895"," @username Un vago redomado que al principio hacia gracia, perdió kilos y perdió gracia, las dos cosas, al final es un resentido pelota","sadness", 0.413
"2018-Es-00756"," Estoy ante una terrible tesitura : Me muero de sueño pero Dalas ha subido un video y quiero enterarme del chisme . Espero a mañana o no ? 😂 ","sadness", 0.333
"2018-Es-01837"," Cómo le saltan los prejuicios de clase al progre cuando ve colas de gente por un descuento . Ay que espanto gordooo . ","sadness", 0.333
"2018-Es-01519"," Y yo pensé q una estrella fugaz era una estrella muy bonita q tenía miedo de brillar, y huir lo más lejos posible. Un poco como tú, como yo.","sadness", 0.521
"2018-Es-02555"," @username loko pero q papel lamentable esta haciendo esa mira que burlarse de eso ","sadness", 0.729
"2018-Es-00189"," @username Si eso es lo lamentable que es tarde para ayudarlos y terminan así 😢 ","sadness", 0.729
"2018-Es-05080"," #FanArmyFaceOff #Army @username Se me amortiguaron los brazos de tener el telefono agarrado retwtteando todo el dia XD pero vale la pena > : v ","sadness", 0.125
"2018-Es-06564"," Hoy comi como 🐷 y ya me dio hambre otra vez ","sadness", 0.313
"2018-Es-00998"," no soporto ver que maltraten a un animal o que lo maten para comerlo pero lamentablemente la carne es TAN rica ","sadness", 0.396
"2018-Es-01868"," #triste por culpa do @username #triste ","sadness", 0.761
"2018-Es-05740"," No es por ser pesimista, pero algo en mi me dice que esto ya valió verga","sadness", 0.760
"2018-Es-00017"," ALIVIANATE CON LIVIA cuantas veces te dije llorando no juegues conmigo ni me eches mentiras ","sadness", 0.833
"2018-Es-05742"," @username @username Culpas a la víctima de un abuso de confianza grave . ","sadness", 0.500
"2018-Es-02537"," Twitter es como un salón de clases donde estamos los desmadrosos, los persinados, los trolls, etc. Es puro mame no se lo tomen en serio.","sadness", 0.208
"2018-Es-05366"," #DanielSamperQEPD es una noticia lamentable #SantosColombiaNoTeCree #TodoEsCulpaDeLasFarrr ","sadness", 0.694
"2018-Es-03044"," Yo indignada en num por series de num, la película. Ah no, que seguro que la quitarían también.","sadness", 0.413
"2018-Es-00701"," Fui hecha mierda a la cancha pero que manera de disfrutarrr, terrible partido","sadness", 0.373
"2018-Es-04821"," No me había dado cuenta que tengo dos semanas sobrio 😱 hoy mismo me alejo de esa infeliz vida ","sadness", 0.478
"2018-Es-04996"," Y pesar de todo el es la única persona por la que me arriesgaría una vez más a amar . ","sadness", 0.500
"2018-Es-01584"," @username es horrible 😢 q onda vos tanto tiempo ","sadness", 0.563
"2018-Es-04331"," Che no hablando en serio, la joda se cancela. pd: tuccio chupapija","sadness", 0.438
"2018-Es-03645"," Ya dormí ","sadness", 0.196
"2018-Es-05953"," @username Espero valga la pena ! ! ! 😅 😅 ","sadness", 0.208
"2018-Es-03145"," Esta madrugada se me esta haciendo eterna ","sadness", 0.604
"2018-Es-01300"," Me quede dormida estudiando y me desperté a las num:num AM . Adivinen quien tiene la perra al lado ? Un miedo ","sadness", 0.391
"2018-Es-04272"," Una noche ahogada en llanto, me juré a mi misma que no volvería a dejar que me tratarán como si no valiera nada.","sadness", 0.978
"2018-Es-02261"," @username No nada, ya habíamos quedado en algo y usted ya perdió JAJAJAJAJAAJAJAJAJAJA","sadness", 0.229
"2018-Es-01992"," Locooo estoy re preocupada ","sadness", 0.458
"2018-Es-03065"," Hasta ahora me desocupo ","sadness", 0.250
"2018-Es-06658"," Eres azúcar amargo, delirio y pecado✨","sadness", 0.208
"2018-Es-06297"," @username Valió la pena ! ! ! ","sadness", 0.146
"2018-Es-03363"," @username Pues ya ves ! ! ","sadness", 0.261
"2018-Es-01557"," Queramos o no vivimos en una sociedad cobarde, que cuando la ves te sonríen pero al darles la espalda te apuñalan.","sadness", 0.750
"2018-Es-02334"," cansada de la gente ","sadness", 0.705
"2018-Es-00496"," @username Eeeepa, gracias! Tu cuenta parece tremenda","sadness", 0.229
"2018-Es-06798"," compartir algo diverido en facebook me hace sentir culpa, sigue siendo normal? 🙁","sadness", 0.583
"2018-Es-01418"," Mi huerta necesita agua con desesperación y yo me duermo . ","sadness", 0.458
"2018-Es-05622"," @username Cosas que pasan . Estoy cansado de muchas historias a raiz del pelo . Pero mira el lado positivo, por fin te sigo.","sadness", 0.438
"2018-Es-04407"," No sabía que estabas tan desesperada, chére.","sadness", 0.521
"2018-Es-03472"," Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz.","sadness", 0.500
"2018-Es-05370"," Ella se ve fria, pero no lo es, en realidad es muy dulce y tierna, solo tiene miedo a que la lastimen","sadness", 0.462
"2018-Es-01721"," Cansada de fracasar 😂 ","sadness", 0.891
"2018-Es-06884"," @username El pueblo esta cansado de corrupcion ","sadness", 0.435
"2018-Es-02127"," Me comi una palabra por estar enojada jaja ","sadness", 0.208
"2018-Es-05274"," No qiero ser aprensiva pero ... si se perdió mi saco favorito del mundo .. si me voy a emputar y a sentir muy decepcionada d mi misma 😩 ","sadness", 0.646
"2018-Es-04458"," Esta alarma está establecida para dentro de num hs y num min, estoy llorando","sadness", 0.833
"2018-Es-02651"," No quiero clases 🙁 ","sadness", 0.313
"2018-Es-05494"," @username : @username No infeliz, 4 o 5 votos vas a tener descerebrado!","sadness", 0.360
"2018-Es-01768"," @username Que pena ... ","sadness", 0.565
"2018-Es-04687"," @username #Rayito esperar ansioso ","sadness", 0.271
"2018-Es-03930"," Será una noche de esas donde la mente no me dejara dormir 😟 ","sadness", 0.854
"2018-Es-05961"," @username Jajajajajaj tomatela cara rota esa sos vos ","sadness", 0.130
"2018-Es-01171"," Un euro ? Se perdió el respeto . ","sadness", 0.271
"2018-Es-05220"," Tal vez Abraham tiene razón y debo hacerlo, pero soy muy cobarde esa es la verdad.","sadness", 0.521
"2018-Es-00009"," Soy demasiado ansiosa 🤦 ‍ ♀ ️ ","sadness", 0.625
"2018-Es-02687"," @username Tu me llevaste al lado oscuro 😏 ","sadness", 0.375
"2018-Es-06444"," Un vacío amargo, es lo que siento.","sadness", 0.896
"2018-Es-00575"," La verdad que terrible noche, la pase genial con mis frazadas, la almohada y la cama","sadness", 0.521
"2018-Es-02077"," La depresión te consume ue ","sadness", 0.833
"2018-Es-05709"," Tendria que estar cansada pero tengo una pilaaa a milll ","sadness", 0.304
"2018-Es-00530"," @username Torres es muy terco perdió en el estadio donde le gritan alos dt burro ","sadness", 0.229
"2018-Es-03101"," @username @username @username Andrea fea mala aburrida gafa odiosa estupida sisañera chismosa etc etc etc ","sadness", 0.333
"2018-Es-05835"," @username Que horror 😐 🙊 ","sadness", 0.417
"2018-Es-04017"," @username Tus frases son bien tontas pero bien ciertas . Estoy llorando . ","sadness", 0.880
"2018-Es-01578"," Ganó morado oscuro, ahora:","sadness", 0.250
"2018-Es-06317"," Qué amargo sabor a despedida todos los momentos musicales del #DesayunoDeLasnum de esta semana . @username @username @username ","sadness", 0.500
"2018-Es-04175"," #BonusPop No puedo creer la partida de Chester Bennington, vocalista de Linkin Park. Fuiste una luz que iluminó este mundo tan oscuro😭","sadness", 0.688
"2018-Es-05050"," @username pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(","sadness", 0.542
"2018-Es-06393"," @username tú y to nacimos el mismo día y nos ha salido lo mismo ... ","sadness", 0.250
"2018-Es-00950"," 🎵 No me folles con tus barbas 🎵 que las tienes pringadicaaas 🎵 y si lo haces, por venganza🎵 yo te pego mis ladillaaaaas🎵🎵 #SilvesJotero","sadness", 0.208
"2018-Es-05223"," No es verdad lo q me esta pasando ... q he madrugado para una hora de clase solo ... yo me mato ","sadness", 0.729
"2018-Es-06609"," Hay momentos que el cansancio emocional es tan grande ... ","sadness", 0.867
"2018-Es-06836"," Se acabo la joda 😭 ","sadness", 0.500
"2018-Es-02326"," Que triste admitirlo pero TE AMO INTERNET ","sadness", 0.479
"2018-Es-01116"," Me sale re piola hacer enojar a Eve,pero despues para sacarle el enojo te la debo.😂💞","sadness", 0.313
"2018-Es-00739"," @username Jajajaja, te faltó poner o todos son iguales... porque es difícil decidir, yo digo q está entre #peña y #Fox","sadness", 0.064
"2018-Es-01211"," me iba a quejar de cansancio y mis ' tragedias ' pero las comparé con las reales y se me pasa . ","sadness", 0.500
"2018-Es-01703"," @username Porque aya arriba Se estan mandando terrible concierto ! ! ! 😢 😢 ","sadness", 0.500
"2018-Es-01548"," La canción de oye mujer es la osa más desagradable y corriente que puede existir ugh ! No la tolero ... ","sadness", 0.521
"2018-Es-02680"," Quiero abrazar . Quiero querer . Me hace falta el cariño de mi gente . 🙁 ","sadness", 0.729
"2018-Es-04860"," Quiero tener ya el uniforme de egresados 😥 ","sadness", 0.333
"2018-Es-01498"," @username : grave y brutal represión sufre en estos momentos la comunidad de San Jacinto y Mara Norte de Maracaibo ","sadness", 0.688
"2018-Es-00238"," the boy in the striped pajamas siempre me hara llorar ","sadness", 0.625
"2018-Es-02464"," Estoy llorando culpa de la alergia, quiero y a la vez no ir al médico","sadness", 0.674
"2018-Es-04464"," Donde tas mi @username ... toy num veces desanimado ... un saludito tuyo me reconfortara ! ! ! ","sadness", 0.521
"2018-Es-02940"," Para mí Colombia es patria, amor. Un país que siempre sale adelante, A pesar de mucha corrupción. 20 de julio GRACIAS COLOMBIA...","sadness", 0.146
"2018-Es-05947"," No confundas la velocidad de mi amabilidad y cortesía, con el atropello de tu imaginación","sadness", 0.333
"2018-Es-01704"," @username me vas a hacer llorar lucas ","sadness", 0.750
"2018-Es-01597"," @username JAJAJAJAJAJAJAJAJAJ Chtm, me refería a depresión wey ☹️","sadness", 0.271
"2018-Es-05583"," Estoy demasiado llorona hoy 😭 . ","sadness", 0.761
"2018-Es-02340"," @username @username @username @username JAJAJAJAJAJAJA TIENE OJOS DE BORRACHA LLORONA . ! ! ! ","sadness", 0.146
"2018-Es-06221"," pegarle a una nena es de cobarde mi primo de num años ♥ ️ ","sadness", 0.417
"2018-Es-04554"," @username Buenas, señorita. Algo aburrida, usted?","sadness", 0.333
"2018-Es-06078"," @username Entiendo la preocupación familiar pero deberían ser más cuidadosos porque mucha gente se moviliza tras estos pedidos ","sadness", 0.375
"2018-Es-00821"," la depresión es una enfermedad tan mortal como silenciosa, si no pides ayuda literalmente tu vida se puede ir por el caño","sadness", 0.783
"2018-Es-01990"," @username @username @username Condecorado, abandonado y preso MUY PRONTO","sadness", 0.417
"2018-Es-05352"," @username @username Majo, me destruíste con este gif..no sabes cuánto odio a este payaso 😭","sadness", 0.500
"2018-Es-02451"," @username @username @username Sr . Julio camejo ke no le influya chavana se ve ke los kiere intimidar . ","sadness", 0.413
"2018-Es-02402"," Amo mi trabajo pero mi cansancio es otro nivel 😪 ","sadness", 0.333
"2018-Es-01908"," Si tomó su vida por su decisión o por un juicio impedido por una trastorno depresivo mayor, es asunto de él. Mientras no sepan, no juzguen.","sadness", 0.609
"2018-Es-06489"," Es la primera vez que me pongo de nerviosa así jajj ","sadness", 0.250
"2018-Es-02149"," @username No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?","sadness", 0.271
"2018-Es-05037"," Hoy ceno café, amargo y solitario café.","sadness", 0.646
"2018-Es-01922"," Les juro que mi desesperación es demasiada, a cada oxxo o 7-eleven que voy las busco, cada tienda... 😫😭😭💔","sadness", 0.729
"2018-Es-06865"," Taiga se enojo . ","sadness", 0.542
"2018-Es-00368"," @username @username Fíjate que son num por todos, es lamentable; casi toda la comunidad vive de esa manera.","sadness", 0.652
